Region,AGS,date,Deutsche,Ausländer,Auslaender_Anteil
64222 Höhenland,12064222,2017-12-31,992.0,22.0,0.021696252465483234
64227 Hoppegarten,12064227,2017-12-31,17498.0,468.0,0.02604920405209841
64266 Küstriner Vorland,12064266,2017-12-31,2447.0,125.0,0.04860031104199067
"64268 Lebus, Stadt",12064268,2017-12-31,3127.0,27.0,0.008560558021559923
64274 Letschin,12064274,2017-12-31,3847.0,120.0,0.030249558860599948
64288 Lietzen,12064288,2017-12-31,659.0,74.0,0.1009549795361528
64290 Lindendorf,12064290,2017-12-31,1321.0,27.0,0.020029673590504452
64303 Märkische Höhe,12064303,2017-12-31,563.0,2.0,0.0035398230088495575
"64317 Müncheberg, Stadt",12064317,2017-12-31,6541.0,286.0,0.041892485718470776
64336 Neuenhagen bei Berlin,12064336,2017-12-31,17780.0,206.0,0.011453352607583676
64340 Neuhardenberg,12064340,2017-12-31,2392.0,259.0,0.0976989815164089
64349 Neulewin,12064349,2017-12-31,897.0,7.0,0.007743362831858407
64365 Neutrebbin,12064365,2017-12-31,1382.0,5.0,0.003604902667627974
64370 Oberbarnim,12064370,2017-12-31,1520.0,6.0,0.003931847968545216
64371 Oderaue,12064371,2017-12-31,1578.0,13.0,0.008170961659333752
64380 Petershagen/Eggersdorf,12064380,2017-12-31,14862.0,187.0,0.012426074822247325
64388 Podelzig,12064388,2017-12-31,831.0,10.0,0.011890606420927468
64393 Prötzel,12064393,2017-12-31,992.0,10.0,0.00998003992015968
64408 Rehfelde,12064408,2017-12-31,4910.0,67.0,0.013461924854329918
64417 Reichenow-Möglin,12064417,2017-12-31,527.0,9.0,0.016791044776119403
64420 Reitwein,12064420,2017-12-31,472.0,5.0,0.010482180293501049
64428 Rüdersdorf bei Berlin,12064428,2017-12-31,15019.0,550.0,0.03532661057229109
"64448 Seelow, Stadt",12064448,2017-12-31,5130.0,285.0,0.05263157894736842
"64472 Strausberg, Stadt",12064472,2017-12-31,25341.0,1181.0,0.04452907020586683
64480 Treplin,12064480,2017-12-31,356.0,4.0,0.011111111111111112
64482 Vierlinden,12064482,2017-12-31,1408.0,35.0,0.024255024255024255
64484 Waldsieversdorf,12064484,2017-12-31,801.0,8.0,0.009888751545117428
"64512 Wriezen, Stadt",12064512,2017-12-31,7101.0,158.0,0.02176608348257336
64538 Zechin,12064538,2017-12-31,646.0,21.0,0.031484257871064465
64539 Zeschdorf,12064539,2017-12-31,1235.0,18.0,0.014365522745411013
65036 Birkenwerder,12065036,2017-12-31,7897.0,199.0,0.0245800395256917
"65084 Fürstenberg/Havel, Stadt",12065084,2017-12-31,5642.0,204.0,0.034895655148819704
65096 Glienicke/Nordbahn,12065096,2017-12-31,11843.0,384.0,0.031405904964423
"65100 Gransee, Stadt",12065100,2017-12-31,5633.0,263.0,0.04460651289009498
65117 Großwoltersdorf,12065117,2017-12-31,745.0,17.0,0.02230971128608924
"65136 Hennigsdorf, Stadt",12065136,2017-12-31,24615.0,1754.0,0.06651750161174105
"65144 Hohen Neuendorf, Stadt",12065144,2017-12-31,25295.0,706.0,0.027152801815314796
"65165 Kremmen, Stadt",12065165,2017-12-31,7055.0,443.0,0.05908242197919445
65180 Leegebruch,12065180,2017-12-31,6686.0,99.0,0.014591009579955785
"65193 Liebenwalde, Stadt",12065193,2017-12-31,4204.0,80.0,0.018674136321195144
65198 Löwenberger Land,12065198,2017-12-31,8098.0,59.0,0.007233051366924114
65225 Mühlenbecker Land,12065225,2017-12-31,14604.0,392.0,0.02614030408108829
65251 Oberkrämer,12065251,2017-12-31,10824.0,386.0,0.034433541480820694
"65256 Oranienburg, Stadt",12065256,2017-12-31,42397.0,1585.0,0.03603746987403938
65276 Schönermark,12065276,2017-12-31,417.0,34.0,0.07538802660753881
65301 Sonnenberg,12065301,2017-12-31,816.0,9.0,0.01090909090909091
65310 Stechlin,12065310,2017-12-31,1181.0,33.0,0.027182866556836903
"65332 Velten, Stadt",12065332,2017-12-31,11306.0,532.0,0.044940023652644025
"65356 Zehdenick, Stadt",12065356,2017-12-31,13008.0,448.0,0.03329369797859691
66008 Altdöbern,12066008,2017-12-31,2387.0,56.0,0.022922636103151862
66041 Bronkow,12066041,2017-12-31,574.0,6.0,0.010344827586206896
"66052 Calau, Stadt",12066052,2017-12-31,7713.0,76.0,0.009757350109128258
66064 Frauendorf,12066064,2017-12-31,677.0,13.0,0.01884057971014493
66104 Großkmehlen,12066104,2017-12-31,1084.0,2.0,0.001841620626151013
"66112 Großräschen, Stadt",12066112,2017-12-31,8324.0,278.0,0.03231806556614741
